xloc,yloc,sentence,parse,modparse
5.06,5.47,in the left half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.11,5.69,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.76,6.93,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.28,6.01,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.74,5.26,in the right half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.99,6.76,not very near to the left of the right edge of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN edge)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB near) (TO to) (DT the) (NN left) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN edge)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.74,6.13,on the middle of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.31,5.72,in the middle of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.39,6.81,not very far in front of the near left corner of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (ADJP (RB near) (VBN left)) (NN corner)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB far) (IN in) (NN front) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (RB near) (VBN left) (NN corner)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.69,6.52,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.55,5.38,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.84,5.51,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.52,6.25,on the far half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.49,6.42,in the left half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.36,5.42,in the near half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.31,6.08,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.54,6.26,on the middle of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.59,6.45,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.07,5.78,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.15,6.27,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.61,6.44,on the far half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.71,5.29,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.06,5.48,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.16,6.98,not very far to the left of the far right corner of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (ADJP (RB far) (JJ right)) (NN corner)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB far) (TO to) (DT the) (NN left) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (RB far) (JJ right) (NN corner)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.72,5.91,in the right half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.92,5.8,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.68,6.34,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.08,5.97,somewhat near behind the center of the table,(S1 (ADJP (RB somewhat) (JJ near) (PP (IN behind) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (RB somewhat) (JJ near) (IN behind)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN center)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.39,5.07,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.64,6.09,in the middle of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.46,5.82,on the middle of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.7,5.67,in the middle of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.61,6.08,on the middle of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.99,5.71,not very far behind the far half of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN behind) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB far) (IN behind)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.07,6.85,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.83,6.61,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.83,5.87,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.8,6.12,not very far to the right of the left side of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB far) (TO to) (DT the) (NN right) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN side)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.59,5.09,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.28,5.17,in the near half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.43,6.98,somewhat near to the left of the far edge of the table,(S1 (ADJP (RB somewhat) (RB near) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN table))))))))),(LOCATION-PHRASE (RELATION (RB somewhat) (RB near) (TO to) (DT the) (NN left) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN edge)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.42,5.23,in the near half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.46,5.65,not very near behind the center of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN behind) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (DT the) (NN table)))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB near) (IN behind)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN center)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.24,5.35,in the left half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.36,6.06,on the left half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.6,6.95,not very near behind the far right corner of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN behind) (NP (NP (DT the) (ADJP (RB far) (JJ right)) (NN corner)) (PP (IN of) (NP (DT the) (NN table)))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB near) (IN behind)) (LANDMARK-PHRASE (LANDMARK (DT the) (RB far) (JJ right) (NN corner)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.28,6.56,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.89,6.76,on the right half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.88,5.94,in the near half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.17,6.85,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.69,5.78,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.97,6.94,on the far half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.82,6.59,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.32,5.62,in the left half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.06,5.59,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.34,6.25,not very far behind the far right corner of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN behind) (NP (NP (DT the) (ADJP (RB far) (JJ right)) (NN corner)) (PP (IN of) (NP (DT the) (NN table)))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB far) (IN behind)) (LANDMARK-PHRASE (LANDMARK (DT the) (RB far) (JJ right) (NN corner)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.29,6.04,on the left half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.66,6.08,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.34,6.95,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.35,6.94,on the far half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.83,5.6,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.63,5.92,not very near to the right of the far end of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB near) (TO to) (DT the) (NN right) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN end)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.24,6.43,on the far half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.04,6.77,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.39,5.05,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.94,5.7,in the right half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.97,5.07,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.51,5.49,on the right half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.99,6.21,on the right half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
6.0,6.39,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.97,6.11,not very near to the right of the middle of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB near) (TO to) (DT the) (NN right) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.61,5.0,very far behind the far edge of the table,(S1 (ADJP (RB very) (RB far) (PP (IN behind) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (RB very) (RB far) (IN behind)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN edge)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.48,5.13,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.98,6.31,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.99,6.38,on the right half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.98,6.6,on the far half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.77,5.23,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.69,6.07,in the middle of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.21,6.68,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.67,6.89,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.52,5.05,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
